shipping date (DateOrders),YEAR,Month,Day
5/25/2016 3:03:00 PM,2016,5,25
4/26/2016 12:28:00 PM,2016,4,26
5/27/2015 12:14:00 PM,2015,5,27
8/27/2016 3:32:00 AM,2016,8,27
2/28/2015 12:00:00 AM,2015,2,28
2/28/2016 11:45:00 PM,2016,2,28
5/29/2017 9:11:00 PM,2017,5,29
11/29/2016 7:00:00 PM,2016,11,29
4/30/2015 9:01:00 PM,2015,4,30
1/2/2017 12:28:00 PM,2017,1,2
1/2/2018 5:39:00 AM,2018,1,2
1/2/2018 6:36:00 PM,2018,1,2
2/2/2016 4:31:00 AM,2016,2,2
10/3/2017 12:57:00 PM,2017,10,3
12/3/2016 6:06:00 PM,2016,12,3
7/4/2017 8:21:00 AM,2017,7,4
11/4/2016 5:32:00 AM,2016,11,4
1/5/2018 7:55:00 AM,2018,1,5
4/6/2016 9:25:00 PM,2016,4,6
8/6/2016 9:52:00 AM,2016,8,6
12/6/2016 4:05:00 AM,2016,12,6
2/7/2017 8:02:00 AM,2017,2,7
2/7/2017 12:35:00 PM,2017,2,7
4/7/2017 3:03:00 AM,2017,4,7
2/8/2015 4:56:00 PM,2015,2,8
6/8/2017 9:05:00 PM,2017,6,8
8/9/2015 2:24:00 PM,2015,8,9
11/9/2016 9:12:00 PM,2016,11,9
12/10/2016 12:30:00 PM,2016,12,10
4/11/2016 6:00:00 PM,2016,4,11
11/11/2016 1:14:00 PM,2016,11,11
5/12/2015 11:07:00 PM,2015,5,12
3/13/2015 6:23:00 AM,2015,3,13
8/13/2017 7:56:00 PM,2017,8,13
5/14/2015 5:25:00 AM,2015,5,14
1/15/2018 2:34:00 PM,2018,1,15
5/15/2016 6:18:00 AM,2016,5,15
2/18/2017 5:39:00 PM,2017,2,18
12/19/2016 6:42:00 PM,2016,12,19
1/20/2016 7:00:00 AM,2016,1,20
8/20/2017 9:10:00 AM,2017,8,20
9/20/2015 3:03:00 PM,2015,9,20
2/21/2016 7:50:00 AM,2016,2,21
9/21/2017 10:26:00 PM,2017,9,21
10/21/2015 2:55:00 AM,2015,10,21
10/21/2016 6:21:00 PM,2016,10,21
6/22/2015 7:49:00 AM,2015,6,22
7/22/2015 12:46:00 AM,2015,7,22
8/22/2016 1:10:00 PM,2016,8,22
11/22/2017 11:24:00 PM,2017,11,22
5/23/2016 4:27:00 PM,2016,5,23
1/26/2015 4:21:00 AM,2015,1,26
3/26/2016 6:54:00 AM,2016,3,26
1/28/2015 2:30:00 PM,2015,1,28
5/28/2016 2:52:00 PM,2016,5,28
11/28/2016 6:23:00 AM,2016,11,28
11/28/2017 4:02:00 PM,2017,11,28
6/29/2017 9:56:00 AM,2017,6,29
7/29/2017 6:44:00 AM,2017,7,29
1/30/2018 11:44:00 AM,2018,1,30
6/30/2017 12:13:00 PM,2017,6,30
2/1/2018 11:23:00 AM,2018,2,1
3/1/2017 8:21:00 AM,2017,3,1
7/1/2016 10:53:00 PM,2016,7,1
4/4/2015 7:08:00 PM,2015,4,4
1/5/2016 3:04:00 PM,2016,1,5
2/5/2016 3:22:00 AM,2016,2,5
5/5/2015 3:51:00 AM,2015,5,5
7/5/2017 2:29:00 PM,2017,7,5
11/5/2017 10:38:00 AM,2017,11,5
2/6/2015 8:37:00 PM,2015,2,6
4/7/2016 7:51:00 PM,2016,4,7
8/7/2016 8:59:00 AM,2016,8,7
9/7/2015 12:05:00 PM,2015,9,7
12/7/2016 4:42:00 PM,2016,12,7
2/8/2015 8:58:00 PM,2015,2,8
5/8/2016 6:09:00 AM,2016,5,8
6/8/2016 9:30:00 AM,2016,6,8
7/8/2015 12:47:00 AM,2015,7,8
8/9/2017 2:42:00 AM,2017,8,9
12/9/2015 6:11:00 AM,2015,12,9
12/9/2015 7:13:00 AM,2015,12,9
1/10/2015 6:39:00 AM,2015,1,10
3/10/2017 12:38:00 AM,2017,3,10
11/10/2016 5:53:00 AM,2016,11,10
12/10/2015 4:52:00 PM,2015,12,10
3/12/2016 9:12:00 AM,2016,3,12
2/14/2016 7:13:00 PM,2016,2,14
9/14/2015 1:13:00 AM,2015,9,14
12/15/2016 4:52:00 PM,2016,12,15
12/15/2017 3:39:00 PM,2017,12,15
10/17/2016 2:40:00 PM,2016,10,17
10/17/2016 9:41:00 PM,2016,10,17
4/18/2017 1:32:00 PM,2017,4,18
6/18/2015 6:30:00 PM,2015,6,18
7/18/2017 5:21:00 AM,2017,7,18
10/18/2016 5:44:00 AM,2016,10,18
1/19/2015 11:53:00 AM,2015,1,19
1/20/2016 5:46:00 AM,2016,1,20
10/20/2017 9:15:00 AM,2017,10,20
5/21/2016 4:54:00 AM,2016,5,21
7/21/2015 10:45:00 AM,2015,7,21
10/21/2017 1:06:00 PM,2017,10,21
10/21/2017 6:32:00 PM,2017,10,21
2/22/2017 9:30:00 PM,2017,2,22
5/22/2016 10:40:00 AM,2016,5,22
6/22/2016 2:29:00 PM,2016,6,22
12/22/2017 11:05:00 AM,2017,12,22
8/23/2015 8:57:00 AM,2015,8,23
6/24/2015 6:09:00 AM,2015,6,24
10/25/2017 10:28:00 AM,2017,10,25
8/26/2017 1:27:00 AM,2017,8,26
12/26/2015 11:35:00 AM,2015,12,26
3/27/2017 7:37:00 AM,2017,3,27
7/27/2015 7:41:00 PM,2015,7,27
5/28/2016 8:29:00 PM,2016,5,28
9/28/2016 11:12:00 AM,2016,9,28
2/29/2016 2:12:00 PM,2016,2,29
5/29/2015 2:51:00 PM,2015,5,29
1/30/2016 2:04:00 AM,2016,1,30
4/30/2016 7:23:00 AM,2016,4,30
9/30/2017 12:52:00 AM,2017,9,30
7/31/2015 2:46:00 PM,2015,7,31
2/3/2017 3:03:00 PM,2017,2,3
3/3/2015 1:03:00 PM,2015,3,3
3/3/2017 1:42:00 AM,2017,3,3
11/3/2017 9:30:00 PM,2017,11,3
5/4/2015 5:21:00 PM,2015,5,4
4/5/2015 12:50:00 PM,2015,4,5
10/5/2016 10:08:00 AM,2016,10,5
9/7/2017 5:17:00 AM,2017,9,7
10/7/2015 3:12:00 PM,2015,10,7
1/8/2017 2:12:00 PM,2017,1,8
2/8/2016 5:18:00 PM,2016,2,8
1/9/2017 5:37:00 AM,2017,1,9
1/9/2017 12:38:00 PM,2017,1,9
4/9/2017 1:07:00 PM,2017,4,9
4/10/2016 8:53:00 PM,2016,4,10
6/10/2016 11:11:00 AM,2016,6,10
11/10/2015 9:06:00 PM,2015,11,10
1/12/2018 10:53:00 AM,2018,1,12
2/12/2016 12:03:00 PM,2016,2,12
5/12/2015 6:18:00 AM,2015,5,12
7/12/2017 5:53:00 AM,2017,7,12
10/12/2017 4:16:00 PM,2017,10,12
12/14/2016 4:52:00 PM,2016,12,14
10/16/2015 5:49:00 PM,2015,10,16
2/18/2015 1:09:00 AM,2015,2,18
9/18/2017 6:35:00 PM,2017,9,18
10/18/2016 11:26:00 PM,2016,10,18
5/20/2016 12:41:00 AM,2016,5,20
8/20/2015 7:33:00 AM,2015,8,20
9/20/2017 6:24:00 PM,2017,9,20
12/20/2015 1:31:00 AM,2015,12,20
12/20/2016 6:10:00 PM,2016,12,20
10/21/2016 12:18:00 AM,2016,10,21
11/21/2015 12:15:00 AM,2015,11,21
1/24/2017 8:24:00 AM,2017,1,24
6/24/2015 9:23:00 AM,2015,6,24
12/24/2017 11:26:00 AM,2017,12,24
1/25/2017 5:41:00 PM,2017,1,25
4/25/2017 12:13:00 AM,2017,4,25
9/25/2015 10:19:00 AM,2015,9,25
1/26/2017 12:36:00 PM,2017,1,26
5/27/2015 8:28:00 PM,2015,5,27
7/27/2016 11:17:00 AM,2016,7,27
7/27/2017 10:36:00 AM,2017,7,27
12/27/2015 3:42:00 AM,2015,12,27
12/27/2017 9:04:00 PM,2017,12,27
1/28/2015 12:55:00 PM,2015,1,28
2/28/2015 12:48:00 AM,2015,2,28
8/28/2016 3:05:00 PM,2016,8,28
3/29/2017 10:40:00 PM,2017,3,29
10/29/2016 5:11:00 PM,2016,10,29
3/30/2016 12:25:00 AM,2016,3,30
7/30/2016 4:48:00 AM,2016,7,30
10/30/2015 2:54:00 AM,2015,10,30
12/30/2017 1:06:00 AM,2017,12,30
1/1/2017 1:26:00 AM,2017,1,1
2/1/2018 6:18:00 AM,2018,2,1
7/1/2015 9:44:00 AM,2015,7,1
10/1/2016 7:47:00 PM,2016,10,1
2/2/2018 2:48:00 AM,2018,2,2
6/2/2017 10:03:00 PM,2017,6,2
4/3/2016 12:45:00 AM,2016,4,3
8/3/2016 8:44:00 PM,2016,8,3
11/3/2016 3:37:00 AM,2016,11,3
2/4/2018 12:10:00 AM,2018,2,4
12/4/2015 4:10:00 PM,2015,12,4
1/5/2017 12:07:00 PM,2017,1,5
1/5/2017 5:22:00 PM,2017,1,5
3/5/2016 11:50:00 AM,2016,3,5
8/5/2015 8:43:00 PM,2015,8,5
9/5/2017 8:52:00 PM,2017,9,5
3/6/2015 7:16:00 AM,2015,3,6
6/6/2015 10:12:00 PM,2015,6,6
11/6/2017 12:49:00 AM,2017,11,6
8/7/2016 1:43:00 PM,2016,8,7
3/8/2015 4:01:00 PM,2015,3,8
12/9/2015 4:25:00 AM,2015,12,9
5/10/2015 12:15:00 PM,2015,5,10
8/10/2015 6:15:00 PM,2015,8,10
1/11/2018 10:53:00 AM,2018,1,11
7/11/2017 2:34:00 AM,2017,7,11
10/11/2017 4:32:00 AM,2017,10,11
4/12/2015 2:34:00 PM,2015,4,12
6/12/2017 11:48:00 PM,2017,6,12
6/13/2015 10:38:00 AM,2015,6,13
7/13/2016 8:04:00 PM,2016,7,13
4/14/2015 10:06:00 PM,2015,4,14
6/14/2015 5:43:00 AM,2015,6,14
11/14/2015 9:11:00 AM,2015,11,14
10/15/2017 4:05:00 PM,2017,10,15
10/16/2016 3:17:00 AM,2016,10,16
12/16/2016 2:09:00 AM,2016,12,16
10/17/2015 9:35:00 AM,2015,10,17
7/18/2017 7:53:00 PM,2017,7,18
12/18/2017 1:38:00 AM,2017,12,18
2/19/2017 1:06:00 PM,2017,2,19
3/19/2017 10:31:00 PM,2017,3,19
4/19/2017 1:43:00 PM,2017,4,19
10/19/2017 8:59:00 PM,2017,10,19
9/20/2017 11:18:00 PM,2017,9,20
11/20/2016 4:17:00 AM,2016,11,20
4/21/2016 8:11:00 PM,2016,4,21
3/22/2017 8:40:00 AM,2017,3,22
4/22/2017 6:05:00 PM,2017,4,22
6/22/2016 9:03:00 AM,2016,6,22
11/22/2017 7:22:00 PM,2017,11,22
12/22/2015 4:19:00 PM,2015,12,22
2/23/2016 3:58:00 AM,2016,2,23
8/23/2015 3:32:00 AM,2015,8,23
11/24/2017 6:24:00 AM,2017,11,24
8/25/2016 4:04:00 AM,2016,8,25
10/25/2016 1:05:00 PM,2016,10,25
8/26/2015 5:37:00 AM,2015,8,26
9/27/2015 8:18:00 PM,2015,9,27
10/27/2015 2:28:00 PM,2015,10,27
5/28/2017 11:55:00 AM,2017,5,28
11/28/2017 8:51:00 AM,2017,11,28
12/28/2017 10:18:00 PM,2017,12,28
7/29/2017 4:43:00 PM,2017,7,29
11/29/2016 12:09:00 AM,2016,11,29
7/30/2016 2:36:00 PM,2016,7,30
10/31/2015 7:48:00 AM,2015,10,31
6/1/2017 8:55:00 AM,2017,6,1
9/1/2015 10:00:00 AM,2015,9,1
1/2/2017 3:32:00 AM,2017,1,2
7/2/2015 10:10:00 PM,2015,7,2
11/2/2015 9:44:00 AM,2015,11,2
12/2/2016 10:45:00 AM,2016,12,2
5/4/2016 12:53:00 PM,2016,5,4
5/4/2016 4:50:00 PM,2016,5,4
5/4/2017 6:10:00 AM,2017,5,4
2/5/2018 12:42:00 AM,2018,2,5
10/5/2017 5:14:00 AM,2017,10,5
2/6/2016 9:04:00 AM,2016,2,6
8/6/2017 1:28:00 AM,2017,8,6
10/6/2015 1:06:00 AM,2015,10,6
11/6/2015 1:45:00 PM,2015,11,6
3/7/2015 3:30:00 PM,2015,3,7
4/7/2015 1:26:00 AM,2015,4,7
5/7/2015 1:34:00 AM,2015,5,7
10/7/2017 1:44:00 PM,2017,10,7
8/8/2015 5:44:00 PM,2015,8,8
11/8/2017 3:00:00 PM,2017,11,8
12/9/2017 12:41:00 PM,2017,12,9
5/11/2017 6:41:00 AM,2017,5,11
9/11/2016 9:33:00 PM,2016,9,11
11/11/2015 10:51:00 PM,2015,11,11
10/12/2015 11:10:00 AM,2015,10,12
4/13/2015 1:52:00 PM,2015,4,13
10/13/2016 3:18:00 AM,2016,10,13
6/14/2015 3:48:00 AM,2015,6,14
9/14/2016 9:38:00 AM,2016,9,14
5/15/2015 2:37:00 AM,2015,5,15
8/15/2015 4:56:00 AM,2015,8,15
11/16/2017 5:32:00 AM,2017,11,16
12/17/2017 2:31:00 AM,2017,12,17
2/18/2017 9:51:00 PM,2017,2,18
2/19/2017 7:50:00 AM,2017,2,19
9/19/2016 12:15:00 PM,2016,9,19
1/20/2017 12:42:00 AM,2017,1,20
4/20/2015 10:00:00 AM,2015,4,20
8/20/2017 3:23:00 AM,2017,8,20
10/20/2015 3:21:00 PM,2015,10,20
12/20/2016 9:19:00 AM,2016,12,20
6/21/2016 11:57:00 PM,2016,6,21
5/22/2017 8:35:00 AM,2017,5,22
1/23/2017 6:34:00 PM,2017,1,23
7/23/2016 2:48:00 PM,2016,7,23
6/24/2015 5:58:00 PM,2015,6,24
4/25/2016 3:06:00 PM,2016,4,25
7/26/2016 11:22:00 PM,2016,7,26
6/27/2015 4:23:00 PM,2015,6,27
5/28/2017 1:29:00 PM,2017,5,28
1/29/2016 1:59:00 PM,2016,1,29
3/29/2017 12:05:00 AM,2017,3,29
6/29/2015 12:11:00 PM,2015,6,29
10/29/2017 8:43:00 AM,2017,10,29
1/30/2015 10:28:00 AM,2015,1,30
7/30/2017 3:24:00 AM,2017,7,30
11/30/2016 9:00:00 AM,2016,11,30
5/31/2017 3:09:00 AM,2017,5,31
3/1/2015 4:02:00 AM,2015,3,1
6/1/2015 4:47:00 PM,2015,6,1
3/2/2017 1:31:00 AM,2017,3,2
5/2/2015 1:40:00 PM,2015,5,2
2/3/2016 4:21:00 AM,2016,2,3
2/3/2017 11:53:00 AM,2017,2,3
8/3/2016 4:58:00 AM,2016,8,3
1/4/2015 12:21:00 AM,2015,1,4
1/4/2018 1:53:00 PM,2018,1,4
7/4/2016 1:41:00 AM,2016,7,4
12/4/2015 2:04:00 PM,2015,12,4
7/5/2017 7:34:00 PM,2017,7,5
2/6/2017 12:04:00 PM,2017,2,6
6/6/2017 12:41:00 AM,2017,6,6
7/6/2015 10:25:00 AM,2015,7,6
7/6/2017 6:51:00 PM,2017,7,6
10/6/2015 11:00:00 AM,2015,10,6
12/7/2016 6:22:00 AM,2016,12,7
2/8/2015 10:22:00 PM,2015,2,8
8/8/2016 7:40:00 PM,2016,8,8
10/8/2017 7:10:00 AM,2017,10,8
6/9/2016 2:20:00 PM,2016,6,9
8/9/2016 10:18:00 PM,2016,8,9
10/9/2017 2:10:00 PM,2017,10,9
1/11/2016 9:17:00 AM,2016,1,11
4/11/2016 12:45:00 AM,2016,4,11
9/11/2016 10:47:00 PM,2016,9,11
10/11/2017 5:56:00 AM,2017,10,11
11/11/2016 6:40:00 PM,2016,11,11
1/12/2016 1:34:00 AM,2016,1,12
1/12/2018 2:13:00 AM,2018,1,12
1/12/2018 7:44:00 AM,2018,1,12
1/13/2016 3:25:00 PM,2016,1,13
6/13/2015 3:43:00 PM,2015,6,13
6/14/2015 4:19:00 AM,2015,6,14
7/14/2017 12:38:00 AM,2017,7,14
12/14/2015 6:58:00 PM,2015,12,14
1/15/2017 3:57:00 PM,2017,1,15
2/15/2016 2:08:00 PM,2016,2,15
3/15/2016 11:18:00 AM,2016,3,15
8/15/2016 5:50:00 AM,2016,8,15
9/15/2015 2:00:00 PM,2015,9,15
2/16/2017 1:37:00 PM,2017,2,16
5/16/2015 2:52:00 PM,2015,5,16
6/17/2016 3:06:00 AM,2016,6,17
1/18/2015 11:21:00 AM,2015,1,18
1/18/2018 10:26:00 PM,2018,1,18
3/18/2017 8:20:00 AM,2017,3,18
4/18/2016 1:42:00 PM,2016,4,18
10/18/2015 3:37:00 AM,2015,10,18
2/19/2017 12:18:00 AM,2017,2,19
3/20/2016 12:20:00 PM,2016,3,20
1/21/2015 5:40:00 PM,2015,1,21
1/21/2018 10:58:00 PM,2018,1,21
8/22/2016 5:39:00 AM,2016,8,22
11/22/2015 11:22:00 PM,2015,11,22
11/22/2016 5:15:00 PM,2016,11,22
5/24/2015 5:14:00 AM,2015,5,24
10/24/2016 5:54:00 AM,2016,10,24
5/25/2017 7:00:00 AM,2017,5,25
6/25/2015 4:50:00 AM,2015,6,25
11/25/2016 12:10:00 PM,2016,11,25
6/26/2017 5:54:00 AM,2017,6,26
7/26/2015 10:39:00 PM,2015,7,26
7/26/2016 4:27:00 AM,2016,7,26
6/27/2015 6:50:00 PM,2015,6,27
10/27/2017 9:25:00 AM,2017,10,27
7/28/2015 3:12:00 AM,2015,7,28
7/28/2017 7:16:00 AM,2017,7,28
8/28/2016 10:32:00 AM,2016,8,28
8/28/2017 11:31:00 PM,2017,8,28
3/29/2017 7:31:00 PM,2017,3,29
8/29/2015 5:26:00 AM,2015,8,29
2/1/2016 6:06:00 AM,2016,2,1
6/1/2017 2:21:00 PM,2017,6,1
7/1/2015 9:33:00 AM,2015,7,1
3/3/2016 4:50:00 AM,2016,3,3
3/3/2017 11:51:00 PM,2017,3,3
12/3/2015 4:26:00 PM,2015,12,3
1/4/2018 3:48:00 PM,2018,1,4
1/5/2016 10:15:00 PM,2016,1,5
7/5/2016 2:02:00 AM,2016,7,5
8/5/2016 2:57:00 PM,2016,8,5
1/7/2016 12:58:00 PM,2016,1,7
12/7/2016 7:46:00 AM,2016,12,7
12/7/2016 6:06:00 PM,2016,12,7
8/8/2015 12:55:00 AM,2015,8,8
1/10/2016 4:07:00 PM,2016,1,10
5/10/2016 3:57:00 PM,2016,5,10
6/10/2015 2:03:00 AM,2015,6,10
10/11/2015 11:57:00 PM,2015,10,11
2/13/2016 2:19:00 PM,2016,2,13
3/14/2017 1:04:00 PM,2017,3,14
5/14/2016 8:30:00 PM,2016,5,14
10/15/2017 8:18:00 PM,2017,10,15
2/16/2015 10:37:00 AM,2015,2,16
6/16/2016 11:05:00 PM,2016,6,16
8/16/2017 12:03:00 AM,2017,8,16
10/16/2016 6:47:00 AM,2016,10,16
11/16/2017 9:13:00 AM,2017,11,16
3/17/2015 8:18:00 AM,2015,3,17
7/17/2017 10:36:00 AM,2017,7,17
8/17/2015 12:59:00 PM,2015,8,17
10/17/2016 1:16:00 PM,2016,10,17
8/18/2017 4:52:00 PM,2017,8,18
8/20/2015 7:54:00 AM,2015,8,20
9/20/2017 4:18:00 PM,2017,9,20
1/21/2015 12:56:00 PM,2015,1,21
1/21/2018 1:51:00 PM,2018,1,21
3/21/2015 10:24:00 AM,2015,3,21
10/21/2015 3:32:00 PM,2015,10,21
8/22/2017 11:47:00 AM,2017,8,22
10/22/2015 10:32:00 AM,2015,10,22
11/22/2016 12:41:00 AM,2016,11,22
12/22/2016 10:02:00 AM,2016,12,22
8/23/2015 10:26:00 PM,2015,8,23
12/23/2016 7:34:00 AM,2016,12,23
4/24/2016 3:00:00 AM,2016,4,24
6/24/2015 3:52:00 PM,2015,6,24
9/24/2015 4:32:00 AM,2015,9,24
12/24/2015 5:32:00 PM,2015,12,24
10/25/2017 5:29:00 PM,2017,10,25
12/25/2015 12:59:00 PM,2015,12,25
2/26/2016 2:39:00 PM,2016,2,26
11/26/2017 6:18:00 AM,2017,11,26
2/27/2017 3:00:00 PM,2017,2,27
6/27/2017 7:03:00 PM,2017,6,27
7/28/2017 2:58:00 PM,2017,7,28
8/28/2017 11:26:00 AM,2017,8,28
1/29/2017 5:25:00 AM,2017,1,29
12/29/2017 12:34:00 AM,2017,12,29
4/30/2016 12:38:00 PM,2016,4,30
5/30/2016 2:05:00 AM,2016,5,30
1/1/2017 3:42:00 AM,2017,1,1
3/1/2016 2:49:00 PM,2016,3,1
12/1/2017 11:49:00 AM,2017,12,1
9/3/2017 4:09:00 PM,2017,9,3
6/4/2015 10:54:00 PM,2015,6,4
8/4/2017 4:06:00 AM,2017,8,4
1/5/2016 4:39:00 PM,2016,1,5
1/6/2017 10:58:00 AM,2017,1,6
3/6/2015 2:22:00 AM,2015,3,6
1/7/2018 3:01:00 AM,2018,1,7
12/8/2016 11:48:00 AM,2016,12,8
5/9/2016 8:56:00 AM,2016,5,9
7/9/2016 2:22:00 AM,2016,7,9
9/9/2016 7:01:00 AM,2016,9,9
2/10/2017 10:18:00 AM,2017,2,10
4/10/2016 5:45:00 PM,2016,4,10
8/10/2017 3:24:00 AM,2017,8,10
5/11/2017 10:11:00 AM,2017,5,11
8/11/2016 2:25:00 PM,2016,8,11
1/12/2018 1:04:00 AM,2018,1,12
2/12/2015 8:57:00 PM,2015,2,12
4/12/2015 8:26:00 AM,2015,4,12
4/12/2016 3:02:00 AM,2016,4,12
9/12/2017 8:47:00 AM,2017,9,12
11/12/2017 4:14:00 PM,2017,11,12
6/13/2015 2:45:00 PM,2015,6,13
6/13/2015 3:32:00 PM,2015,6,13
10/13/2016 5:39:00 PM,2016,10,13
5/14/2015 3:34:00 AM,2015,5,14
6/14/2015 12:49:00 AM,2015,6,14
6/14/2016 2:19:00 PM,2016,6,14
9/14/2017 8:31:00 PM,2017,9,14
10/14/2015 1:00:00 AM,2015,10,14
3/15/2015 3:14:00 AM,2015,3,15
3/15/2017 3:10:00 PM,2017,3,15
5/15/2017 10:10:00 AM,2017,5,15
6/15/2016 3:48:00 AM,2016,6,15
1/16/2016 10:46:00 PM,2016,1,16
1/16/2017 7:22:00 AM,2017,1,16
10/16/2017 11:58:00 PM,2017,10,16
12/16/2015 1:00:00 PM,2015,12,16
5/17/2016 2:27:00 AM,2016,5,17
7/17/2017 10:15:00 AM,2017,7,17
1/18/2018 9:23:00 PM,2018,1,18
3/18/2016 2:53:00 AM,2016,3,18
11/18/2015 7:47:00 AM,2015,11,18
5/19/2015 11:48:00 PM,2015,5,19
1/20/2015 10:29:00 AM,2015,1,20
2/20/2017 5:18:00 PM,2017,2,20
5/20/2016 7:58:00 PM,2016,5,20
10/20/2017 9:31:00 PM,2017,10,20
4/22/2015 6:25:00 PM,2015,4,22
5/22/2016 11:59:00 PM,2016,5,22
6/22/2016 5:23:00 AM,2016,6,22
10/22/2016 1:05:00 PM,2016,10,22
12/22/2015 11:09:00 PM,2015,12,22
8/23/2015 5:58:00 AM,2015,8,23
9/24/2017 8:30:00 PM,2017,9,24
10/24/2016 5:49:00 PM,2016,10,24
11/24/2017 3:10:00 PM,2017,11,24
9/25/2016 9:37:00 AM,2016,9,25
10/25/2015 11:14:00 PM,2015,10,25
1/26/2018 11:44:00 AM,2018,1,26
8/26/2015 7:17:00 PM,2015,8,26
2/27/2017 1:37:00 PM,2017,2,27
4/27/2015 5:26:00 AM,2015,4,27
10/27/2017 9:46:00 AM,2017,10,27
1/28/2018 12:00:00 AM,2018,1,28
2/28/2017 12:18:00 AM,2017,2,28
3/28/2016 11:06:00 AM,2016,3,28
6/28/2016 8:37:00 PM,2016,6,28
6/28/2017 7:45:00 PM,2017,6,28
7/28/2017 7:26:00 AM,2017,7,28
10/28/2017 6:16:00 AM,2017,10,28
5/29/2016 1:17:00 PM,2016,5,29
8/29/2016 12:54:00 AM,2016,8,29
11/29/2017 12:32:00 PM,2017,11,29
12/30/2015 11:35:00 AM,2015,12,30
4/1/2016 1:22:00 PM,2016,4,1
2/2/2016 5:08:00 PM,2016,2,2
7/2/2016 7:17:00 AM,2016,7,2
8/2/2016 4:53:00 PM,2016,8,2
7/4/2017 4:51:00 AM,2017,7,4
10/4/2016 3:39:00 AM,2016,10,4
1/5/2015 6:23:00 PM,2015,1,5
5/5/2017 10:38:00 PM,2017,5,5
1/6/2018 4:25:00 AM,2018,1,6
4/6/2016 9:15:00 PM,2016,4,6
5/8/2015 1:39:00 PM,2015,5,8
6/9/2016 9:57:00 AM,2016,6,9
11/10/2017 3:05:00 AM,2017,11,10
12/10/2017 8:13:00 PM,2017,12,10
3/11/2015 12:41:00 PM,2015,3,11
1/13/2015 1:33:00 AM,2015,1,13
1/13/2015 10:19:00 AM,2015,1,13
11/14/2015 10:40:00 AM,2015,11,14
7/15/2016 8:30:00 AM,2016,7,15
11/15/2015 5:31:00 AM,2015,11,15
12/15/2016 1:17:00 AM,2016,12,15
6/16/2017 4:21:00 AM,2017,6,16
6/16/2017 5:08:00 PM,2017,6,16
10/16/2017 5:40:00 PM,2017,10,16
1/18/2015 12:46:00 PM,2015,1,18
1/18/2017 7:06:00 PM,2017,1,18
1/19/2018 6:45:00 PM,2018,1,19
5/19/2015 9:32:00 PM,2015,5,19
5/19/2016 1:18:00 PM,2016,5,19
8/19/2017 4:47:00 AM,2017,8,19
10/19/2015 7:23:00 PM,2015,10,19
5/21/2016 8:24:00 AM,2016,5,21
8/21/2015 5:53:00 PM,2015,8,21
7/23/2016 9:11:00 AM,2016,7,23
10/24/2015 3:05:00 AM,2015,10,24
10/24/2016 4:14:00 PM,2016,10,24
5/25/2016 6:28:00 AM,2016,5,25
7/25/2017 5:37:00 PM,2017,7,25
2/26/2015 9:02:00 AM,2015,2,26
3/26/2015 4:00:00 PM,2015,3,26
3/26/2017 7:21:00 PM,2017,3,26
9/26/2016 3:29:00 AM,2016,9,26
2/29/2016 7:17:00 AM,2016,2,29
3/29/2017 1:44:00 AM,2017,3,29
6/29/2016 4:55:00 PM,2016,6,29
8/29/2017 11:47:00 AM,2017,8,29
3/30/2017 10:46:00 AM,2017,3,30
5/31/2016 7:41:00 AM,2016,5,31
7/31/2015 2:41:00 AM,2015,7,31
7/31/2016 5:14:00 PM,2016,7,31
12/31/2017 5:18:00 AM,2017,12,31
8/1/2015 2:30:00 AM,2015,8,1
10/1/2015 8:12:00 AM,2015,10,1
10/1/2016 4:21:00 AM,2016,10,1
11/1/2015 2:22:00 AM,2015,11,1
3/2/2016 10:21:00 PM,2016,3,2
7/2/2016 12:12:00 PM,2016,7,2
10/3/2017 11:07:00 PM,2017,10,3
2/4/2015 1:05:00 PM,2015,2,4
6/5/2017 1:07:00 PM,2017,6,5
9/5/2016 3:15:00 PM,2016,9,5
3/6/2016 11:55:00 PM,2016,3,6
6/6/2016 4:21:00 AM,2016,6,6
8/6/2017 2:05:00 PM,2017,8,6
1/7/2017 1:30:00 PM,2017,1,7
4/8/2016 8:07:00 AM,2016,4,8
8/9/2016 7:46:00 AM,2016,8,9
10/9/2016 4:47:00 PM,2016,10,9
5/10/2017 12:54:00 AM,2017,5,10
7/10/2016 11:45:00 PM,2016,7,10
10/10/2017 3:40:00 AM,2017,10,10
1/12/2017 3:52:00 AM,2017,1,12
2/12/2015 3:21:00 PM,2015,2,12
10/12/2017 10:55:00 PM,2017,10,12
11/13/2015 6:29:00 PM,2015,11,13
4/15/2015 2:18:00 AM,2015,4,15
8/15/2015 10:22:00 AM,2015,8,15
3/16/2017 6:45:00 AM,2017,3,16
6/16/2017 11:53:00 AM,2017,6,16
10/16/2015 8:05:00 PM,2015,10,16
12/16/2017 1:38:00 AM,2017,12,16
4/17/2017 10:02:00 AM,2017,4,17
10/17/2017 11:48:00 PM,2017,10,17
11/17/2016 3:09:00 PM,2016,11,17
6/18/2016 3:48:00 AM,2016,6,18
4/19/2015 1:30:00 PM,2015,4,19
8/19/2015 12:43:00 AM,2015,8,19
4/20/2015 5:11:00 PM,2015,4,20
4/21/2017 1:22:00 PM,2017,4,21
5/21/2017 1:45:00 AM,2017,5,21
1/22/2016 3:13:00 PM,2016,1,22
8/22/2016 11:20:00 PM,2016,8,22
